,Unnamed: 0,customerid,bank_name_clients,employment_status_clients,level_of_education_clients,No_of_prevloans,Total_amount_borrowed,Total_amount_due,Average_termdays,last_approveddate,last_creationdate,last_closeddate,last_firstduedate,last_firstrepaiddate,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,good_bad_flag,age,bank_account_type_Current,bank_account_type_Other,bank_account_type_Savings,loan_close_time,loan_approval_time,loan_firstPayment_time
943,943,8a858eba5b681df4015b744d11505f26,Fidelity Bank,6,4,3.0,30000.0,39000.0,30.0,2017-06-20 07:10:24,2017-06-20 06:10:18,2017-07-19 09:53:44,2017-07-20 00:00:00.000000,2017-07-19 09:43:35,301985668.0,4.0,2017-07-19 13:23:26.000000,2017-07-19 12:22:19.000000,20000.0,24500.0,30.0,Good,45.0,False,False,True,29.0,1.0016666666666667,29.0
944,944,8a858e335d1dd902015d2c236db91aa3,First Bank,1,4,1.0,10000.0,11500.0,15.0,2017-07-10 12:20:44,2017-07-10 11:19:36,2017-07-17 21:04:56,2017-07-25 00:00:00.000000,2017-07-17 20:54:47,301983406.0,2.0,2017-07-18 10:02:21.000000,2017-07-18 09:02:15.000000,10000.0,13000.0,30.0,Good,32.0,False,False,True,7.0,1.018888888888889,7.0
945,945,8a858ea45b35639b015b37a9cc3b597e,GT Bank,1,4,5.0,60000.0,70500.0,18.0,2017-06-28 11:03:04,2017-06-28 10:02:57,2017-07-13 05:14:28,2017-07-13 00:00:00.000000,2017-07-13 04:53:28,301977034.0,6.0,2017-07-14 08:21:13.000000,2017-07-14 07:20:02.000000,10000.0,11500.0,15.0,Bad,42.0,False,False,True,14.0,1.0019444444444445,14.0
946,946,8a858ec65cc6352b015cc9e42b441adf,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-21 10:13:39,2017-06-21 09:12:31,2017-07-13 08:33:29,2017-07-21 00:00:00.000000,2017-07-13 08:23:20,301975910.0,2.0,2017-07-13 11:45:34.000000,2017-07-13 10:45:27.000000,10000.0,13000.0,30.0,Good,29.0,False,False,True,21.0,1.018888888888889,21.0
947,947,8a858ff35acdd593015ad12db5593535,GT Bank,1,4,7.0,130000.0,149550.0,21.428571428571427,2017-06-03 09:08:50,2017-06-03 08:08:43,2017-07-02 17:38:42,2017-07-03 00:00:00.000000,2017-07-02 17:28:32,301960175.0,8.0,2017-07-02 18:10:09.000000,2017-07-02 17:09:01.000000,30000.0,34500.0,30.0,Good,35.0,False,False,True,29.0,1.0019444444444445,29.0
948,948,8a858e3654e2a8240154e379593e4df2,UBA,1,0,14.0,370000.0,424800.0,28.928571428571427,2017-06-05 12:17:32,2017-06-05 11:17:22,2017-07-04 11:34:52,2017-07-05 00:00:00.000000,2017-07-04 11:24:43,301963610.0,15.0,2017-07-04 17:39:09.000000,2017-07-04 16:39:04.000000,40000.0,44000.0,30.0,Good,43.0,False,True,False,29.0,1.0027777777777778,28.0
949,949,8a85890453a912500153aa6fe6be3c5d,GT Bank,1,4,,,,,,,,,,,,,,,,,,44.0,False,False,True,,,
950,950,8a858ec7577545eb0157758e344615b5,GT Bank,3,0,11.0,260000.0,293300.0,23.181818181818183,2017-06-09 09:57:36,2017-06-09 08:57:30,2017-07-10 22:14:27,2017-07-10 00:00:00.000000,2017-07-10 22:04:18,301974130.0,12.0,2017-07-12 08:19:44.000000,2017-07-12 07:18:32.000000,40000.0,44000.0,30.0,Good,39.0,False,True,False,31.0,1.0016666666666667,31.0
951,951,8a858fee58d73f5f0158e2d82f3412d0,GT Bank,1,4,4.0,50000.0,62000.0,26.25,2017-06-20 11:28:12,2017-06-20 10:28:02,2017-07-23 08:20:17,2017-07-20 00:00:00.000000,2017-07-23 08:10:09,301991574.0,5.0,2017-07-23 08:22:52.000000,2017-07-23 07:22:29.000000,20000.0,24500.0,30.0,Good,41.0,False,False,True,32.0,1.0027777777777778,32.0
952,952,8a858f265c2187bd015c2299b08b2a9c,GT Bank,1,4,2.0,20000.0,23000.0,15.0,2017-06-24 23:15:03,2017-06-24 22:14:57,2017-07-07 20:45:01,2017-07-10 00:00:00.000000,2017-07-07 20:34:52,301991309.0,3.0,2017-07-22 21:50:40.000000,2017-07-22 20:50:34.000000,10000.0,11500.0,15.0,Good,38.0,False,False,True,12.0,1.0016666666666667,12.0
953,953,8a858ea75b1fd476015b214391781ed7,Access Bank,6,4,5.0,60000.0,72750.0,24.0,2017-06-14 18:59:34,2017-06-14 17:59:28,2017-07-10 16:11:53,2017-07-14 00:00:00.000000,2017-07-10 16:01:44,301971792.0,6.0,2017-07-10 16:43:18.000000,2017-07-10 15:42:08.000000,20000.0,24500.0,30.0,Good,38.0,False,False,True,25.0,1.0016666666666667,25.0
954,954,8a858f5154ccbef70154ce770e987173,FCMB,1,0,13.0,350000.0,416400.0,45.0,2017-05-06 14:46:39,2017-05-06 13:46:31,2017-07-07 14:27:21,2017-06-05 00:00:00.000000,2017-06-06 10:03:28,301968148.0,14.0,2017-07-07 15:28:29.000000,2017-07-07 14:28:18.000000,50000.0,57500.0,90.0,Good,42.0,False,True,False,62.0,1.0022222222222221,30.0
955,955,8a858e935b496584015b5791626f24f8,Diamond Bank,1,4,1.0,10000.0,13000.0,30.0,2017-04-10 12:26:20,2017-04-10 11:26:07,2017-04-29 13:31:51,2017-05-10 00:00:00.000000,2017-04-29 13:16:41,301989677.0,2.0,2017-07-21 17:01:48.000000,2017-07-21 16:01:32.000000,10000.0,13000.0,30.0,Good,35.0,False,False,True,19.0,1.003611111111111,19.0
956,956,8a858e7d5b8b0b92015b8b1efc3b15ee,GT Bank,1,4,3.0,30000.0,37500.0,25.0,2017-06-06 16:10:42,2017-06-06 15:10:35,2017-07-05 17:09:17,2017-07-06 00:00:00.000000,2017-07-05 16:59:08,301965215.0,4.0,2017-07-05 17:09:44.000000,2017-07-05 16:09:39.000000,20000.0,24500.0,30.0,Good,46.0,False,False,True,29.0,1.0019444444444445,29.0
957,957,8a858f7558070a84015807cc7e7e3c61,Access Bank,1,0,7.0,70000.0,91000.0,30.0,2017-06-22 18:20:22,2017-06-22 17:20:14,2017-07-18 14:58:23,2017-07-24 00:00:00.000000,2017-07-18 14:48:14,301984848.0,8.0,2017-07-19 00:36:50.000000,2017-07-18 23:36:43.000000,10000.0,13000.0,30.0,Bad,32.0,False,True,False,25.0,1.0022222222222221,25.0
958,958,8a858e1556321b940156548b9ca970a6,Stanbic IBTC,1,4,11.0,230000.0,262900.0,23.181818181818183,2017-06-04 13:59:00,2017-06-04 12:58:46,2017-07-08 18:25:37,2017-07-04 00:00:00.000000,2017-07-05 14:32:41,301984218.0,12.0,2017-07-18 16:35:30.000000,2017-07-18 15:35:23.000000,40000.0,48000.0,60.0,Good,36.0,False,False,True,34.0,1.0038888888888888,31.0
959,959,8a858eda5c8863ff015c96c523266b34,GT Bank,1,4,,,,,,,,,,,,,,,,,,52.0,False,False,True,,,
960,960,8a858f855bf2f1ad015bf37cd23049a3,GT Bank,1,4,3.0,30000.0,39000.0,30.0,2017-06-21 14:10:40,2017-06-21 13:10:33,2017-07-04 09:24:14,2017-07-21 00:00:00.000000,2017-07-04 09:14:04,301981841.0,4.0,2017-07-17 13:03:12.000000,2017-07-17 12:03:06.000000,20000.0,24500.0,30.0,Good,44.0,False,False,True,12.0,1.0019444444444445,12.0
961,961,8a858f375b493337015b572be9d01961,First Bank,1,4,,,,,,,,,,,,,,,,,,34.0,False,False,True,,,
962,962,8a858ea55ab92cff015abeac4bdb7255,Skye Bank,1,4,,,,,,,,,,,,,,,,,,45.0,False,False,True,,,
963,963,8a858fc75b90e6b5015b9acbaac827a2,First Bank,1,4,3.0,30000.0,36000.0,20.0,2017-06-16 20:58:10,2017-06-16 19:58:04,2017-07-03 13:28:15,2017-07-03 00:00:00.000000,2017-07-03 13:18:05,301966922.0,4.0,2017-07-06 18:18:31.000000,2017-07-06 17:18:24.000000,10000.0,11500.0,15.0,Bad,39.0,False,False,True,16.0,1.0016666666666667,16.0
964,964,8a858e0156b782a10156d151957b56cc,GT Bank,3,4,13.0,340000.0,385037.5,26.53846153846154,2017-06-28 14:49:36,2017-06-28 13:49:30,2017-07-27 11:25:07,2017-07-28 00:00:00.000000,2017-07-27 11:14:58,301998632.0,14.0,2017-07-27 11:56:41.000000,2017-07-27 10:55:30.000000,40000.0,44000.0,30.0,Good,34.0,False,True,False,28.0,1.0016666666666667,28.0
965,965,8a858e9b560bbd6301561cd3a9a876c1,Diamond Bank,1,4,7.0,100000.0,114250.0,17.142857142857142,2017-06-16 13:28:22,2017-06-16 12:28:15,2017-07-01 12:58:45,2017-07-03 00:00:00.000000,2017-07-01 12:48:36,301958976.0,8.0,2017-07-01 13:59:49.000000,2017-07-01 12:58:43.000000,30000.0,34500.0,30.0,Good,31.0,False,True,False,15.0,1.0019444444444445,14.0
966,966,8a858e6f5668e01701567fb07dcc076c,GT Bank,3,0,9.0,145000.0,177250.0,33.333333333333336,2017-06-08 11:55:02,2017-06-08 10:54:55,2017-07-04 17:30:41,2017-07-10 00:00:00.000000,2017-07-04 17:20:31,301970459.0,10.0,2017-07-09 17:44:16.000000,2017-07-09 16:44:11.000000,25000.0,27500.0,30.0,Good,36.0,False,False,True,26.0,1.0019444444444445,26.0
967,967,8a858fa257d8223c0157e6678b8a1e8b,Access Bank,1,0,11.0,250000.0,294600.0,31.363636363636363,2017-06-05 19:46:14,2017-06-05 18:46:03,2017-07-05 14:19:42,2017-07-05 00:00:00.000000,2017-07-05 14:09:31,301964977.0,12.0,2017-07-05 14:37:41.000000,2017-07-05 13:37:35.000000,40000.0,48000.0,60.0,Good,49.0,False,False,True,29.0,1.0030555555555556,29.0
968,968,8a858e63599799e901599dce58322a64,Zenith Bank,1,4,7.0,90000.0,108950.0,25.714285714285715,2017-06-20 11:42:02,2017-06-20 10:41:55,2017-07-24 19:37:00,2017-07-20 00:00:00.000000,2017-07-24 19:26:51,301994133.0,8.0,2017-07-24 19:45:17.000000,2017-07-24 18:45:10.000000,20000.0,22250.0,15.0,Bad,44.0,False,False,True,34.0,1.0019444444444445,34.0
969,969,8a858f8659db725c0159dcf1d4bd6f04,Stanbic IBTC,6,4,9.0,180000.0,203600.0,20.0,2017-06-16 19:22:53,2017-06-16 18:22:47,2017-07-14 23:50:28,2017-07-17 00:00:00.000000,2017-07-14 23:40:18,301978732.0,10.0,2017-07-15 07:39:16.000000,2017-07-15 06:39:09.000000,30000.0,34500.0,30.0,Good,40.0,False,False,True,28.0,1.0016666666666667,28.0
970,970,8a858e5b5ca767e1015ca8a7c45543d6,Skye Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-14 23:25:53,2017-06-14 22:24:45,2017-07-05 11:11:11,2017-07-14 00:00:00.000000,2017-07-05 11:01:01,301966884.0,2.0,2017-07-06 17:41:20.000000,2017-07-06 16:41:15.000000,10000.0,13000.0,30.0,Good,48.0,False,False,True,20.0,1.018888888888889,20.0
971,971,8a858fb65b2020b2015b20ab33ab53f8,Access Bank,1,4,2.0,20000.0,24500.0,22.5,2017-06-08 16:03:36,2017-06-08 15:03:29,2017-07-21 11:34:53,2017-07-10 00:00:00.000000,2017-07-21 11:24:44,301989168.0,3.0,2017-07-21 12:08:01.000000,2017-07-21 11:07:42.000000,10000.0,13000.0,30.0,Bad,34.0,False,False,True,42.0,1.0019444444444445,42.0
972,972,8a858e3d570f30bb0157146c32c418b7,GT Bank,4,4,7.0,130000.0,158700.0,34.285714285714285,2017-05-01 10:43:23,2017-05-01 09:43:16,2017-07-01 19:43:43,2017-05-31 00:00:00.000000,2017-06-01 20:41:20,301959368.0,8.0,2017-07-01 21:13:24.000000,2017-07-01 19:54:25.000000,30000.0,39000.0,60.0,Good,30.0,False,False,True,61.0,1.0019444444444445,31.0
973,973,8a858fc45c21da6f015c24e1eefc34ac,UBA,6,4,1.0,10000.0,11500.0,15.0,2017-05-20 10:11:21,2017-05-20 09:10:14,2017-06-15 20:55:09,2017-06-05 00:00:00.000000,2017-06-15 20:45:00,301969228.0,2.0,2017-07-08 13:21:00.000000,2017-07-08 12:20:53.000000,10000.0,11500.0,15.0,Bad,47.0,False,False,True,26.0,1.0186111111111111,26.0
974,974,8a858ec6560bc09801561eed02e71124,GT Bank,3,0,10.0,260000.0,305487.5,40.5,2017-06-07 12:37:17,2017-06-07 11:37:09,2017-07-03 11:04:39,2017-07-07 00:00:00.000000,2017-07-03 10:54:29,301960910.0,11.0,2017-07-03 11:51:55.000000,2017-07-03 10:50:49.000000,50000.0,55000.0,60.0,Good,36.0,False,True,False,25.0,1.0022222222222221,25.0
975,975,8a858ee65be8d42d015bea072bee5936,Stanbic IBTC,6,4,3.0,30000.0,37500.0,25.0,2017-06-19 13:38:17,2017-06-19 12:38:11,2017-07-12 13:28:23,2017-07-19 00:00:00.000000,2017-07-12 13:18:15,301974609.0,4.0,2017-07-12 13:33:56.000000,2017-07-12 12:33:49.000000,20000.0,24500.0,30.0,Bad,36.0,False,False,True,23.0,1.0016666666666667,22.0
976,976,8a858eb75c21a2b9015c2c44b7c361da,EcoBank,6,4,1.0,10000.0,11500.0,15.0,2017-06-16 17:09:38,2017-06-16 16:08:30,2017-06-30 12:45:21,2017-07-03 00:00:00.000000,2017-06-30 12:35:12,301983885.0,2.0,2017-07-18 13:46:10.000000,2017-07-18 12:46:02.000000,10000.0,13000.0,30.0,Bad,28.0,False,False,True,13.0,1.018888888888889,13.0
977,977,8a858ea35d0e2226015d0e4cd68f1947,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-07-04 17:11:05,2017-07-04 16:09:57,2017-07-29 09:22:16,2017-08-03 00:00:00.000000,2017-07-29 09:12:06,302001874.0,2.0,2017-07-29 09:29:06.000000,2017-07-29 08:28:59.000000,10000.0,13000.0,30.0,Good,43.0,False,False,True,24.0,1.018888888888889,24.0
978,978,8a858f6d59d116420159d25fddf45982,GT Bank,6,4,6.0,90000.0,109600.0,27.5,2017-06-03 14:00:46,2017-06-03 13:00:39,2017-07-03 05:40:39,2017-07-03 00:00:00.000000,2017-07-03 04:37:13,301960524.0,7.0,2017-07-03 06:22:08.000000,2017-07-03 05:22:02.000000,30000.0,39000.0,60.0,Good,44.0,False,False,True,29.0,1.0019444444444445,29.0
979,979,8a8588dc536a14130153790b5b5d7cda,GT Bank,3,0,3.0,30000.0,37500.0,25.0,2017-05-05 21:48:25,2017-05-05 20:48:16,2017-06-20 21:15:45,2017-06-06 00:00:00.000000,2017-06-20 21:05:36,301989185.0,4.0,2017-07-21 12:18:16.000000,2017-07-21 11:18:10.000000,10000.0,13000.0,30.0,Good,42.0,False,False,True,46.0,1.0025,45.0
980,980,8a858ffd5c8d343d015c9c30ed1b77f5,First Bank,1,4,1.0,10000.0,11500.0,15.0,2017-06-19 10:29:50,2017-06-19 09:29:42,2017-07-06 10:23:55,2017-07-06 00:00:00.000000,2017-07-06 10:13:45,301973142.0,2.0,2017-07-11 14:40:10.000000,2017-07-11 13:40:02.000000,10000.0,11500.0,15.0,Good,39.0,False,False,True,17.0,1.0022222222222221,16.0
981,981,8a858f505b8ac45a015b8ac545bc0181,UBA,6,4,,,,,,,,,,,,,,,,,,48.0,False,False,True,,,
982,982,8a858f9d5668e3f101566f169e355a6b,Zenith Bank,1,0,3.0,30000.0,37500.0,25.0,2017-06-09 08:18:37,2017-06-09 07:18:31,2017-07-04 11:26:12,2017-07-10 00:00:00.000000,2017-07-04 11:16:02,301964683.0,4.0,2017-07-05 11:41:18.000000,2017-07-05 10:41:12.000000,15000.0,18375.0,30.0,Good,29.0,False,True,False,25.0,1.0016666666666667,25.0
983,983,8a858f1358b9f0740158d3834f5e7450,EcoBank,1,4,8.0,160000.0,186000.0,26.25,2017-05-31 13:09:59,2017-05-31 12:09:53,2017-06-28 17:43:02,2017-06-30 00:00:00.000000,2017-06-28 17:32:53,301960573.0,9.0,2017-07-03 07:28:52.000000,2017-07-03 06:28:46.000000,40000.0,44000.0,30.0,Good,37.0,False,False,True,28.0,1.0016666666666667,28.0
984,984,8a858e985885ff6d0158a07e0740204d,GT Bank,1,4,,,,,,,,,,,,,,,,,,42.0,False,False,True,,,
985,985,8a858e7d5d328208015d3409dd464483,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-07-14 22:49:19,2017-07-14 21:48:10,2017-07-28 12:26:30,2017-08-14 00:00:00.000000,2017-07-28 12:16:21,302003400.0,2.0,2017-07-30 13:05:45.000000,2017-07-30 12:05:40.000000,10000.0,11500.0,15.0,Good,38.0,False,False,True,13.0,1.0191666666666668,13.0
986,986,8a858f6e5cb16eb9015cbf6316b4273f,Zenith Bank,6,4,,,,,,,,,,,,,,,,,,34.0,False,False,True,,,
987,987,8a858e94580afa7901581f3d9ca72ad9,GT Bank,4,0,,,,,,,,,,,,,,,,,,42.0,False,True,False,,,
988,988,8a858f93572e873c015746f79dc61024,GT Bank,1,4,1.0,10000.0,11500.0,15.0,2017-07-03 17:56:30,2017-07-03 16:55:20,2017-07-17 09:14:29,2017-07-18 00:00:00.000000,2017-07-17 09:04:20,301999074.0,2.0,2017-07-27 16:15:31.000000,2017-07-27 15:15:24.000000,10000.0,11500.0,15.0,Good,45.0,False,False,True,13.0,1.0194444444444444,13.0
989,989,8a858f735922163501592b85494d1ab0,GT Bank,1,4,1.0,10000.0,11500.0,15.0,2017-03-16 22:03:53,2017-03-16 21:02:42,2017-03-30 13:48:08,2017-04-03 00:00:00.000000,2017-03-30 13:32:58,301992044.0,2.0,2017-07-23 15:30:54.000000,2017-07-23 14:30:42.000000,10000.0,11500.0,15.0,Good,37.0,False,False,True,13.0,1.0197222222222222,13.0
990,990,8a858f9f5679951a01568d9941453c97,GT Bank,3,4,5.0,75000.0,87375.0,24.0,2017-06-25 08:10:44,2017-06-25 07:10:38,2017-07-05 19:35:34,2017-07-10 00:00:00.000000,2017-07-05 19:25:24,301970851.0,6.0,2017-07-10 06:28:43.000000,2017-07-10 05:28:37.000000,30000.0,34500.0,30.0,Good,39.0,False,True,False,10.0,1.0016666666666667,10.0
991,991,8a858f075b58beb8015b58cc08160e4e,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-05-02 20:13:27,2017-05-02 19:13:13,2017-06-07 10:25:05,2017-06-01 00:00:00.000000,2017-06-07 10:14:56,301999569.0,2.0,2017-07-27 21:51:00.000000,2017-07-27 20:50:54.000000,10000.0,13000.0,30.0,Good,33.0,False,False,True,35.0,1.0038888888888888,35.0
992,992,8a858f8a5a424041015a43ca4912104e,GT Bank,1,4,,,,,,,,,,,,,,,,,,31.0,False,False,True,,,
993,993,8a858fe45cd62cbf015ce8f815230bc2,GT Bank,6,4,1.0,10000.0,11500.0,15.0,2017-06-29 08:25:51,2017-06-29 07:24:43,2017-07-03 20:55:03,2017-07-14 00:00:00.000000,2017-07-03 20:44:54,301976498.0,2.0,2017-07-13 18:19:17.000000,2017-07-13 17:19:08.000000,10000.0,13000.0,30.0,Good,51.0,False,False,True,4.0,1.018888888888889,4.0
994,994,8a85882653bc51f50153cb3de65e73d0,Diamond Bank,1,4,11.0,270000.0,315500.0,34.09090909090909,2017-06-14 17:05:54,2017-06-14 16:05:47,2017-07-25 16:23:22,2017-07-14 00:00:00.000000,2017-07-25 16:13:13,301995815.0,12.0,2017-07-25 21:01:49.000000,2017-07-25 18:18:59.000000,30000.0,34500.0,30.0,Good,41.0,False,True,False,41.0,1.0019444444444445,40.0
995,995,8a1088a0484472eb01484669e3ce4e0b,GT Bank,1,2,1.0,10000.0,11500.0,15.0,2017-07-02 19:19:01,2017-07-02 18:17:53,2017-07-24 20:50:43,2017-07-18 00:00:00.000000,2017-07-24 20:40:34,301999397.0,2.0,2017-07-27 19:44:08.000000,2017-07-27 18:44:00.000000,10000.0,11500.0,15.0,Bad,34.0,False,False,True,22.0,1.018888888888889,22.0
996,996,8a858e35590808300159237c9c5446e3,GT Bank,4,4,1.0,10000.0,13000.0,30.0,2017-06-01 10:01:39,2017-06-01 09:01:24,2017-07-03 10:23:03,2017-07-03 00:00:00.000000,2017-07-03 10:12:53,301975803.0,2.0,2017-07-13 10:38:55.000000,2017-07-13 09:38:48.000000,10000.0,13000.0,30.0,Good,32.0,False,False,True,32.0,1.0041666666666667,32.0
997,997,8a858e8e5ca1f1a8015ca2d44044627e,Skye Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-16 11:00:57,2017-06-16 09:59:46,2017-07-10 08:51:06,2017-07-17 00:00:00.000000,2017-07-10 08:40:57,301977101.0,2.0,2017-07-14 08:56:53.000000,2017-07-14 07:56:46.000000,10000.0,13000.0,30.0,Good,35.0,False,False,True,23.0,1.0197222222222222,23.0
998,998,8a858fa85bf7d621015bf7d690b9006e,UBA,1,4,2.0,20000.0,24500.0,22.5,2017-06-08 00:12:23,2017-06-07 23:12:16,2017-07-11 09:55:49,2017-06-23 00:00:00.000000,2017-07-11 09:45:40,301973824.0,3.0,2017-07-11 22:22:37.000000,2017-07-11 21:22:31.000000,10000.0,13000.0,30.0,Good,33.0,False,False,True,33.0,1.0019444444444445,33.0
999,999,8a858ff15b8b0352015b8b110e0013a0,GT Bank,1,4,5.0,55000.0,62312.5,15.0,2017-06-25 20:29:18,2017-06-25 19:29:12,2017-06-30 14:22:34,2017-07-10 00:00:00.000000,2017-06-30 14:12:25,301964333.0,6.0,2017-07-05 08:20:57.000000,2017-07-05 07:20:53.000000,20000.0,24500.0,30.0,Good,40.0,False,False,True,4.0,1.0016666666666667,4.0
1000,1000,8a858ffa5ad810ff015ad82004960681,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-07-02 15:36:58,2017-07-02 14:35:50,2017-07-20 21:45:30,2017-08-01 00:00:00.000000,2017-07-20 21:35:21,301988717.0,2.0,2017-07-21 07:09:17.000000,2017-07-21 06:09:11.000000,10000.0,11500.0,15.0,Bad,45.0,False,False,True,18.0,1.018888888888889,18.0
1001,1001,8a858fa3586d20e001586d3a40c3099b,UBA,1,4,,,,,,,,,,,,,,,,,,37.0,False,False,True,,,
1002,1002,8a858ed45c454c11015c4c55a35d4ce0,GT Bank,1,4,,,,,,,,,,,,,,,,,,31.0,False,False,True,,,
1003,1003,8a85880353acff880153b4d53d6b45db,GT Bank,2,0,12.0,243000.0,287500.0,32.5,2017-06-02 16:30:13,2017-06-02 15:30:06,2017-07-03 12:30:39,2017-07-03 00:00:00.000000,2017-07-03 12:20:29,301960988.0,13.0,2017-07-03 12:35:49.000000,2017-07-03 11:35:43.000000,25000.0,27500.0,30.0,Good,32.0,False,True,False,30.0,1.0019444444444445,30.0
1004,1004,8a858900536a043401537e702ff74eac,GT Bank,3,1,19.0,525000.0,592600.0,28.42105263157895,2017-06-28 08:54:17,2017-06-28 07:54:10,2017-07-28 02:23:21,2017-07-28 00:00:00.000000,2017-07-28 01:47:43,302003143.0,20.0,2017-07-30 08:55:53.000000,2017-07-30 07:55:46.000000,50000.0,52500.0,30.0,Good,51.0,False,True,False,29.0,1.0019444444444445,29.0
1005,1005,8a858f5659bc0eea0159c07fa77e22e6,Heritage Bank,1,4,5.0,70000.0,82750.0,21.0,2017-06-20 11:52:09,2017-06-20 10:51:03,2017-07-20 05:03:36,2017-07-20 00:00:00.000000,2017-07-20 04:41:27,301986820.0,6.0,2017-07-20 06:40:30.000000,2017-07-20 05:40:21.000000,20000.0,24500.0,30.0,Good,41.0,False,False,True,29.0,1.0183333333333333,29.0
1006,1006,8a858f7b5ca7abe3015cab60bf2e71fb,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-15 16:41:02,2017-06-15 15:39:52,2017-07-18 11:55:16,2017-07-17 00:00:00.000000,2017-07-18 11:45:06,301984899.0,2.0,2017-07-19 03:09:15.000000,2017-07-19 02:09:09.000000,10000.0,11500.0,15.0,Bad,35.0,False,False,True,32.0,1.0194444444444444,32.0
1007,1007,8a858fe65675195a015679452588279c,UBA,1,4,9.0,160000.0,194475.0,30.0,2017-06-23 09:12:31,2017-06-23 08:12:24,2017-07-07 16:47:08,2017-07-24 00:00:00.000000,2017-07-07 16:36:59,301973257.0,10.0,2017-07-11 15:36:56.000000,2017-07-11 14:35:45.000000,40000.0,48000.0,60.0,Good,41.0,False,False,True,14.0,1.0019444444444445,14.0
1008,1008,8a8589b953bc23f70153c12434a351b9,Zenith Bank,3,4,6.0,90000.0,105750.0,20.0,2017-06-28 16:08:17,2017-06-28 15:07:10,2017-07-12 05:56:55,2017-07-13 00:00:00.000000,2017-07-12 05:46:45,301998547.0,7.0,2017-07-27 11:02:42.000000,2017-07-27 10:02:36.000000,30000.0,34500.0,30.0,Good,41.0,False,False,True,13.0,1.0186111111111111,13.0
1009,1009,8a858fd35bed00ef015bed49a2552f67,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-05-26 10:53:13,2017-05-26 09:52:05,2017-07-06 17:29:25,2017-06-28 00:00:00.000000,2017-07-06 17:19:17,301971721.0,2.0,2017-07-10 15:56:42.000000,2017-07-10 14:56:32.000000,10000.0,13000.0,30.0,Good,45.0,False,False,True,41.0,1.018888888888889,41.0
1010,1010,8a858f905c17123d015c177eb04038e4,EcoBank,6,4,2.0,20000.0,26000.0,30.0,2017-06-23 20:23:19,2017-06-23 19:23:14,2017-07-24 06:29:38,2017-07-24 00:00:00.000000,2017-07-24 05:56:33,301992736.0,3.0,2017-07-24 06:42:08.000000,2017-07-24 05:42:00.000000,10000.0,13000.0,30.0,Bad,34.0,False,False,True,30.0,1.0013888888888889,30.0
1011,1011,8a858e245c214660015c2ad957886351,Diamond Bank,1,4,3.0,30000.0,36000.0,20.0,2017-06-08 14:01:53,2017-06-08 13:01:46,2017-07-06 14:16:52,2017-07-10 00:00:00.000000,2017-07-06 14:06:43,301970613.0,4.0,2017-07-09 20:47:45.000000,2017-07-09 19:47:39.000000,20000.0,24500.0,30.0,Good,37.0,False,False,True,28.0,1.0019444444444445,28.0
1012,1012,8a858ec55ca7919d015ca821f41f2ce1,Diamond Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-15 08:37:26,2017-06-15 07:36:18,2017-07-08 09:15:02,2017-07-17 00:00:00.000000,2017-07-08 09:04:52,301970747.0,2.0,2017-07-09 23:14:04.000000,2017-07-09 22:14:00.000000,10000.0,13000.0,30.0,Good,33.0,False,False,True,23.0,1.018888888888889,23.0
1013,1013,8a858fa15c8ceaaa015c8d79c65f4f86,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-16 08:26:52,2017-06-16 07:25:44,2017-07-14 18:47:31,2017-07-17 00:00:00.000000,2017-07-14 18:37:23,301978213.0,2.0,2017-07-14 19:08:46.000000,2017-07-14 18:08:40.000000,10000.0,13000.0,30.0,Good,47.0,False,False,True,28.0,1.018888888888889,28.0
1014,1014,8a858fde56eb02280156ff40116b2641,GT Bank,1,1,9.0,160000.0,190950.0,28.33333333333333,2017-06-02 13:09:14,2017-06-02 12:09:08,2017-07-03 10:56:36,2017-07-03 00:00:00.000000,2017-07-03 10:46:28,301960903.0,10.0,2017-07-03 11:47:58.000000,2017-07-03 10:46:52.000000,30000.0,39000.0,60.0,Bad,36.0,False,True,False,30.0,1.0016666666666667,30.0
1015,1015,8a858fff5a28d297015a32c55dee456d,GT Bank,1,4,,,,,,,,,,,,,,,,,,40.0,False,False,True,,,
1016,1016,8a858fed5a28bf0e015a2f0aa63f38d9,Zenith Bank,1,4,4.0,40000.0,50125.0,26.25,2017-06-29 19:14:49,2017-06-29 18:14:43,2017-07-27 15:31:34,2017-07-14 00:00:00.000000,2017-07-27 15:21:25,302003113.0,5.0,2017-07-30 08:29:24.000000,2017-07-30 07:29:18.000000,10000.0,11500.0,15.0,Good,31.0,False,False,True,27.0,1.0016666666666667,27.0
